header	time	ax1	ay1	az1	ax2	ay2	az2
[accel]	5584	-216	132	16424	240	-4	16388
[accel]	5594	-188	188	16388	-20	84	16492
[accel]	5604	-232	100	16588	96	-72	16268
[accel]	5614	-272	140	16316	12	12	16404
[accel]	5624	-200	88	16328	124	112	16296
[accel]	5634	-232	84	16408	88	8	16280
[accel]	5644	-292	112	16424	140	100	16556
[accel]	5654	-100	188	16136	164	-36	16352
[accel]	5664	-216	208	16236	188	28	16340
[accel]	5675	-132	140	16532	52	-12	16428
[accel]	5684	-268	108	16400	164	52	16456
[accel]	5694	-260	148	16288	216	60	16344
[accel]	5704	-320	80	16292	0	-24	16452
[accel]	5714	-104	12	16208	4	76	16288
[accel]	5724	-244	300	16448	-36	-56	16604
[accel]	5734	-296	120	16408	120	40	16332
[accel]	5744	-304	200	16452	144	-32	16456
[accel]	5754	-204	136	16364	124	-40	16496
[accel]	5764	-308	192	16296	20	-72	16448
[accel]	5774	-192	248	16272	108	-40	16456
[accel]	5784	-260	140	16528	120	-44	16476
[accel]	5794	-160	220	16360	104	44	16180
[accel]	5804	-212	168	16456	64	80	16576
[accel]	5814	-356	164	16508	-12	96	16464
[accel]	5824	-220	288	16300	108	-24	16168
[accel]	5834	-232	120	16204	4	40	16388
[accel]	5844	-176	140	16392	108	84	16456
[accel]	5854	-276	116	16428	112	52	16436
[accel]	5864	-132	88	16416	36	104	16360
[accel]	5874	-264	-8	16344	-60	156	16284
[accel]	5884	-208	108	16252	52	28	16396
[accel]	5894	-232	188	16388	56	80	16256
[accel]	5904	-184	188	16348	136	92	16468
[accel]	5914	-256	164	16512	28	16	16280
[accel]	5924	-292	44	16480	68	28	16452
[accel]	5934	-108	152	16308	148	120	16216
[accel]	5944	-296	136	16416	4	136	16220
[accel]	5954	-232	212	16444	140	200	16464
[accel]	5964	-280	148	16312	176	128	16472
[accel]	5974	-236	268	16332	136	152	16420
[accel]	5984	-220	164	16352	68	4	16480
[accel]	5994	-344	148	16376	112	56	16480
[accel]	6004	-224	132	16420	168	112	16324
[accel]	6014	-148	148	16364	-56	-20	16480
