sensor	time	ax	ay	az
2	10397	-484	356	23060
1	10407	1616	-288	15684
2	10407	-420	440	22908
1	10417	1684	-308	15672
2	10417	-536	396	22944
1	10427	1600	-344	15528
2	10427	-420	308	22948
1	10437	1644	-204	15612
2	10437	-480	396	23064
1	10447	1616	-260	15580
2	10447	-500	388	22964
1	10457	1528	-368	15704
2	10457	-484	420	23048
1	10467	1620	-220	15704
2	10467	-448	284	22956
1	10477	1588	-216	15752
2	10477	-464	440	22856
1	10487	1640	-312	15656
2	10487	-480	304	23128
1	10497	1652	-208	15656
2	10497	-428	340	22868
1	10507	1648	-328	15672
2	10507	-452	184	22900
1	10517	1552	-292	15704
2	10517	-488	312	22940
1	10527	1688	-248	15740
2	10527	-440	336	23076
1	10537	1660	-380	15796
2	10537	-500	308	22936
1	10547	1676	-296	15648
2	10547	-492	268	23032
1	10557	1628	-340	15732
2	10557	-432	268	22924
1	10567	1628	-264	15800
2	10567	-456	340	22916
1	10577	1620	-196	15672
2	10577	-472	236	22984
1	10587	1652	-292	15656
2	10587	-552	380	22876
1	10597	1636	-212	15672
2	10597	-588	352	22840
1	10607	1644	-252	15568
2	10607	-492	284	23008
1	10617	1488	-288	15704
2	10617	-408	336	22960
1	10627	1664	-276	15744
2	10627	-572	336	22924
1	10637	1568	-284	15640
2	10637	-484	328	22976
1	10647	1608	-344	15616
2	10647	-376	312	22944
1	10657	1548	-360	15660
2	10657	-468	312	22948
1	10667	1576	-360	15768
2	10667	-532	392	22916
1	10677	1620	-264	15592
2	10677	-448	240	22972
1	10687	1568	-252	15616
2	10687	-512	324	22928
1	10697	1576	-292	15684
2	10697	-384	328	22904
1	10707	1620	-256	15724
2	10707	-536	480	22992
1	10717	1652	-240	15540
2	10717	-488	256	23076
1	10727	1604	-252	15712
2	10727	-508	316	22932
1	10737	1652	-284	15728
2	10737	-508	332	22948
1	10747	1616	-312	15820
2	10747	-492	336	22928
1	10757	1636	-236	15748
2	10757	-492	280	22968
1	10767	1652	-320	15744
2	10767	-508	272	22940
1	10777	1624	-276	15688
2	10777	-544	372	22976
1	10787	1644	-252	15648
2	10787	-444	304	23052
1	10797	1688	-200	15528
2	10797	-532	452	22996
1	10807	1636	-240	15684
2	10807	-464	328	23008
1	10817	1716	-364	15720
2	10817	-476	328	22956
1	10827	1628	-280	15700
2	10827	-424	336	22896
1	10838	1632	-408	15648
2	10838	-524	276	23020
1	10847	1772	-272	15564
2	10847	-560	256	22964
1	10857	1672	-184	15628
2	10857	-460	296	22980
1	10867	1700	-260	15760
2	10867	-448	304	22968
1	10877	1588	-340	15948
2	10877	-540	340	23036
1	10887	1648	-280	15724
2	10887	-416	212	22876
1	10897	1640	-392	15820
2	10897	-592	360	22952
1	10907	1628	-240	15652
2	10907	-536	252	22992
1	10917	1576	-284	15736
2	10917	-456	336	22804
1	10927	1700	-204	15680
2	10927	-464	312	22940
1	10937	1720	-212	15728
2	10937	-480	372	22980
1	10947	1572	-208	15608
2	10947	-380	308	22992
1	10957	1676	-312	15664
2	10957	-508	240	23064
1	10967	1576	-336	15676
2	10967	-472	260	22848
1	10977	1588	-280	15676
2	10977	-564	396	22920
1	10987	1628	-296	15736
2	10987	-468	348	23072
1	10997	1668	-224	15764
2	10997	-508	352	22912
1	11008	1608	-216	15840
2	11008	-372	292	22996
1	11017	1696	-320	15716
2	11017	-412	436	22880
1	11027	1648	-284	15780
2	11027	-448	312	23068
1	11037	1632	-224	15712
2	11037	-468	316	23064
1	11047	1616	-244	15772
2	11047	-508	348	22932
1	11057	1640	-264	15804
2	11057	-416	284	22780
1	11067	1692	-304	15692
2	11067	-412	208	22924
1	11077	1700	-284	15772
2	11077	-508	364	23004
1	11087	1580	-308	15788
2	11087	-572	120	23060
1	11097	1644	-268	15772
2	11097	-620	324	23092
1	11107	1636	-276	15608
2	11107	-472	276	22948
1	11117	1708	-276	15588
2	11117	-448	352	22924
1	11127	1636	-244	15776
2	11127	-464	320	22992
1	11137	1640	-312	15700
2	11137	-560	336	22856
1	11147	1668	-392	15668
2	11147	-444	368	22924
1	11157	1672	-248	15696
2	11157	-472	356	23000
1	11167	1628	-172	15816
2	11167	-476	344	22948
1	11177	1652	-232	15752
2	11177	-516	264	23012
1	11187	1720	-228	15772
2	11187	-524	268	22928
1	11197	1576	-272	15860
2	11197	-600	396	22972
1	11207	1672	-312	15644
2	11207	-612	348	22980
1	11217	1584	-280	15644
2	11217	-580	264	23048
1	11227	1688	-244	15672
2	11227	-416	384	22904
1	11237	1612	-208	15756
2	11237	-444	272	23060
1	11247	1632	-268	15692
2	11247	-428	352	22884
1	11257	1704	-264	15748
2	11257	-568	320	22956
1	11267	1680	-244	15844
2	11267	-532	352	23040
1	11277	1612	-292	15640
2	11277	-532	244	23020
1	11287	1552	-300	15868
2	11287	-524	336	23112
1	11297	1708	-256	15568
2	11297	-496	340	22920
1	11307	1664	-220	15820
2	11307	-504	348	23032
1	11317	1644	-272	15760
2	11317	-572	388	22932
1	11327	1624	-252	15568
2	11327	-520	288	23028
1	11337	1548	-288	15640
2	11337	-428	296	23000
1	11347	1644	-312	15640
2	11347	-472	348	23040
1	11357	1656	-276	15700
2	11357	-456	344	23060
1	11367	1636	-220	15672
2	11367	-416	264	23152
1	11377	1588	-272	15860
2	11377	-412	320	22868
1	11387	1688	-244	15664
2	11387	-544	300	23100
1	11397	1600	-176	15648
2	11397	-480	328	22872
1	11407	1576	-320	15648
2	11407	-604	276	22960
1	11417	1572	-324	15652
2	11417	-524	400	22936
1	11427	1628	-228	15740
2	11427	-400	372	22884
1	11437	1592	-212	15728
2	11437	-544	304	22888
1	11447	1652	-244	15744
2	11447	-440	352	23000
1	11457	1568	-248	15640
2	11457	-488	344	23052
1	11467	1576	-280	15748
2	11467	-540	172	22964
1	11478	1740	-212	15688
2	11478	-420	336	22964
1	11487	1712	-264	15600
2	11487	-484	240	22856
1	11497	1664	-264	15876
2	11497	-484	296	22988
1	11507	1664	-244	15600
2	11507	-468	276	22972
1	11517	1632	-252	15556
2	11517	-532	392	22952
1	11527	1620	-208	15608
2	11527	-532	236	22932
1	11537	1628	-180	15592
2	11537	-440	292	22968
1	11547	1596	-356	15640
2	11547	-484	280	23012
1	11557	1652	-304	15616
2	11557	-460	436	23024
1	11567	1644	-228	15736
2	11567	-528	280	23056
1	11577	1592	-312	15672
2	11577	-532	324	22948
1	11587	1664	-400	15672
2	11587	-488	308	23020
1	11597	1568	-272	15780
2	11597	-500	276	22976
1	11607	1648	-256	15648
2	11607	-528	364	22944
1	11617	1696	-240	15632
2	11617	-524	428	22988
1	11627	1580	-300	15640
2	11627	-492	260	23036
1	11637	1532	-212	15704
2	11637	-468	352	22936
1	11648	1708	-280	15592
2	11648	-524	308	22908
1	11657	1660	-320	15596
2	11657	-404	304	23140
1	11667	1576	-232	15676
2	11667	-536	392	22944
1	11677	1632	-296	15608
2	11677	-492	328	22872
1	11687	1668	-240	15700
2	11687	-600	256	22852
1	11697	1768	-172	15644
2	11697	-500	304	23008
1	11707	1512	-332	15684
2	11707	-488	268	23020
1	11717	1680	-376	15752
2	11717	-524	272	23036
1	11727	1620	-328	15724
2	11727	-452	312	22888
1	11737	1616	-300	15732
2	11737	-576	360	22928
1	11747	1624	-280	15752
2	11747	-536	332	22844
1	11757	1680	-300	15688
2	11757	-520	280	23080
1	11767	1668	-240	15732
2	11767	-540	332	23000
1	11777	1624	-276	15712
2	11777	-500	388	22956
1	11787	1712	-260	15668
2	11787	-504	300	23048
1	11797	1632	-348	15708
2	11797	-420	324	22980
1	11807	1676	-248	15644
2	11807	-464	392	22944
1	11817	1584	-276	15612
2	11817	-520	336	23000
1	11827	1628	-284	15496
2	11827	-500	396	23116
1	11837	1692	-232	15668
2	11837	-464	332	23020
1	11847	1552	-296	15724
2	11847	-464	232	22976
1	11857	1648	-244	15788
2	11857	-508	268	22912
1	11867	1620	-208	15612
2	11867	-496	296	22912
1	11877	1740	-336	15780
2	11877	-556	292	22852
1	11887	1564	-232	15788
2	11887	-584	208	23028
1	11897	1572	-232	15632
2	11897	-484	268	23136
1	11907	1668	-228	15668
2	11907	-576	288	23016
1	11917	1600	-272	15696
2	11917	-520	284	22888
1	11927	1548	-232	15532
2	11927	-532	280	22992
1	11937	1640	-256	15856
2	11937	-576	300	22920
1	11947	1644	-284	15688
2	11947	-556	332	22896
1	11957	1676	-304	15708
2	11957	-472	276	22932
1	11967	1692	-228	15736
2	11967	-416	328	22952
1	11977	1688	-280	15764
2	11977	-500	352	22904
1	11987	1672	-244	15680
2	11987	-456	392	22852
1	11997	1576	-216	15816
2	11997	-500	404	23044
1	12007	1632	-264	15628
2	12007	-560	148	22964
1	12017	1660	-280	15564
2	12017	-440	344	23076
1	12027	1652	-244	15696
2	12027	-460	404	22948
1	12037	1620	-260	15572
2	12037	-512	372	22964
1	12047	1612	-196	15700
2	12047	-544	276	22912
1	12057	1632	-252	15740
2	12057	-472	204	22976
1	12067	1688	-304	15596
2	12067	-468	412	22960
1	12077	1592	-204	15660
2	12077	-508	284	22976
1	12087	1628	-160	15636
2	12087	-484	264	23040
1	12097	1552	-368	15788
2	12097	-484	324	22992
1	12107	1448	-264	15776
2	12107	-496	328	22936
1	12118	1624	-320	15624
2	12118	-504	340	22952
1	12127	1676	-280	15656
2	12127	-524	340	22988
1	12137	1592	-220	15700
2	12137	-416	332	22884
1	12147	1648	-308	15772
2	12147	-468	368	23000
1	12157	1664	-168	15556
2	12157	-456	296	22928
1	12167	1576	-296	15664
2	12167	-472	368	23084
1	12177	1580	-284	15760
2	12177	-476	284	23068
1	12187	1720	-300	15780
2	12187	-496	292	22904
1	12197	1632	-356	15796
2	12197	-420	280	22948
1	12207	1740	-204	15672
2	12207	-620	220	23060
1	12217	1588	-184	15768
2	12217	-536	252	22988
1	12227	1764	-312	15644
2	12227	-536	380	22984
1	12237	1628	-324	15728
2	12237	-524	320	23028
1	12247	1596	-284	15680
2	12247	-424	364	22912
1	12257	1596	-212	15848
2	12257	-512	352	22976
1	12267	1612	-264	15740
2	12267	-488	336	23000
1	12277	1620	-216	15848
2	12277	-632	324	22956
1	12288	1588	-156	15584
2	12288	-584	252	23032
1	12297	1760	-252	15744
2	12297	-396	296	22920
1	12307	1660	-260	15700
2	12307	-524	296	22936
1	12317	1584	-280	15752
2	12317	-464	376	22868
1	12327	1664	-284	15664
2	12327	-588	376	22908
1	12337	1644	-312	15608
2	12337	-464	340	22988
1	12347	1632	-276	15816
2	12347	-508	312	23128
1	12357	1732	-304	15660
2	12357	-572	300	22904
1	12367	1628	-224	15768
2	12367	-496	312	22996
1	12377	1476	-304	15628
2	12377	-544	196	23004
1	12387	1564	-304	15724
2	12387	-440	352	22916
1	12397	1720	-308	15720
2	12397	-532	372	23040
1	12407	1572	-284	15668
2	12407	-592	344	23004
1	12417	1612	-312	15712
2	12417	-464	292	22900
1	12427	1532	-276	15636
2	12427	-500	388	23052
1	12437	1596	-296	15788
2	12437	-480	280	23084
1	12447	1616	-228	15784
2	12447	-512	340	22948
1	12457	1572	-284	15632
2	12457	-540	264	23020
1	12467	1588	-228	15812
2	12467	-456	292	22936
1	12477	1628	-308	15664
2	12477	-536	272	22988
1	12487	1732	-280	15812
2	12487	-452	320	23064
1	12497	1652	-228	15716
2	12497	-440	256	23020
1	12507	1716	-340	15636
2	12507	-524	356	22948
1	12517	1612	-236	15744
2	12517	-556	348	22960
1	12527	1568	-324	15704
2	12527	-504	324	23028
1	12537	1624	-296	15728
2	12537	-416	284	22992
1	12547	1644	-232	15600
2	12547	-524	344	22892
1	12557	1592	-296	15736
2	12557	-516	368	23032
1	12567	1700	-324	15704
2	12567	-584	368	22824
1	12577	1656	-200	15612
2	12577	-504	176	23044
1	12587	1692	-184	15760
2	12587	-468	288	23012
1	12597	1576	-288	15736
2	12597	-420	180	22924
1	12607	1724	-248	15752
2	12607	-440	304	22900
1	12617	1604	-308	15784
2	12617	-456	212	23044
1	12627	1592	-244	15704
2	12627	-504	344	23036
1	12637	1644	-324	15748
2	12637	-492	176	22936
1	12647	1584	-220	15704
2	12647	-448	300	22832
1	12657	1592	-268	15768
2	12657	-544	280	22872
1	12667	1572	-332	15648
2	12667	-512	284	23068
1	12677	1644	-292	15752
2	12677	-540	340	22852
1	12687	1684	-324	15596
2	12687	-496	328	22960
1	12697	1524	-192	15688
2	12697	-512	480	23152
1	12707	1552	-280	15804
2	12707	-432	352	23100
1	12717	1704	-212	15612
2	12717	-480	404	22944
1	12727	1604	-172	15676
2	12727	-516	352	22928
1	12737	1596	-284	15720
2	12737	-472	380	22968
1	12747	1716	-196	15692
2	12747	-576	380	22992
1	12758	1612	-228	15836
2	12758	-412	296	23040
1	12767	1584	-392	15672
2	12767	-504	280	22880
1	12777	1668	-176	15664
2	12777	-464	304	22952
1	12787	1624	-204	15744
2	12787	-496	348	22972
1	12797	1580	-380	15696
2	12797	-456	368	23036
1	12807	1788	-320	15632
2	12807	-460	216	22796
1	12817	1668	-340	15712
2	12817	-540	312	23068
1	12827	1528	-240	15772
2	12827	-484	220	23004
1	12837	1696	-288	15688
2	12837	-516	272	23028
1	12847	1664	-212	15788
2	12847	-444	320	22888
1	12857	1692	-236	15776
2	12857	-412	340	23016
1	12867	1648	-200	15692
2	12867	-564	352	22968
1	12877	1620	-340	15692
2	12877	-444	292	22936
1	12887	1596	-240	15768
2	12887	-516	296	23008
1	12897	1640	-284	15604
2	12897	-532	420	22980
1	12907	1704	-304	15704
2	12907	-568	340	22888
1	12917	1596	-164	15704
2	12917	-452	356	22940
1	12928	1592	-292	15620
2	12928	-440	376	23068
1	12937	1532	-312	15748
2	12937	-484	232	22976
1	12947	1536	-192	15816
2	12947	-488	368	23056
1	12957	1708	-228	15680
2	12957	-448	320	22972
1	12967	1660	-284	15588
2	12967	-492	328	23064
1	12977	1540	-248	15584
2	12977	-452	272	22960
1	12987	1560	-232	15740
2	12987	-508	376	23032
1	12997	1600	-240	15848
2	12997	-476	272	23040
1	13007	1580	-312	15752
2	13007	-536	284	22864
1	13017	1740	-216	15528
2	13017	-564	428	23072
1	13027	1668	-288	15680
2	13027	-512	368	22864
1	13037	1584	-268	15680
2	13037	-536	340	22988
1	13047	1668	-284	15708
2	13047	-508	240	23048
1	13057	1608	-268	15720
2	13057	-508	316	22964
1	13067	1752	-200	15668
2	13067	-496	368	22896
1	13077	1620	-240	15672
2	13077	-544	324	22964
1	13087	1624	-276	15636
2	13087	-480	180	22916
1	13097	1668	-148	15728
2	13097	-484	340	23044
1	13107	1616	-264	15652
2	13107	-512	384	23032
1	13117	1656	-380	15724
2	13117	-524	236	23008
1	13127	1604	-252	15680
2	13127	-456	284	23056
1	13137	1692	-236	15756
2	13137	-468	308	22980
1	13147	1680	-300	15780
2	13147	-504	364	23008
1	13157	1524	-244	15792
2	13157	-432	340	23036
1	13167	1712	-308	15860
2	13167	-536	324	22948
1	13177	1664	-208	15616
2	13177	-508	384	22984
1	13187	1572	-212	15728
2	13187	-516	292	22960
1	13197	1676	-268	15784
2	13197	-496	240	22940
1	13207	1672	-236	15752
2	13207	-660	344	22952
1	13217	1592	-268	15640
2	13217	-492	336	22944
1	13227	1612	-352	15740
2	13227	-436	296	22972
1	13237	1584	-284	15668
2	13237	-500	296	22816
1	13247	1540	-300	15656
2	13247	-532	332	22968
1	13257	1648	-208	15800
2	13257	-508	328	23008
1	13267	1660	-224	15712
2	13267	-472	352	23104
1	13277	1596	-208	15684
2	13277	-520	344	22832
1	13287	1644	-292	15664
2	13287	-604	256	23040
1	13297	1508	-400	15608
2	13297	-444	296	22996
1	13307	1660	-268	15708
2	13307	-480	324	22924
1	13317	1600	-264	15612
2	13317	-456	352	22776
1	13327	1724	-344	15692
2	13327	-452	316	23084
1	13337	1584	-268	15716
2	13337	-416	304	22956
1	13347	1688	-292	15648
2	13347	-608	296	23020
1	13357	1556	-216	15652
2	13357	-516	356	22916
1	13367	1588	-224	15800
2	13367	-544	336	23000
1	13377	1616	-324	15844
2	13377	-452	244	23040
1	13387	1608	-172	15688
2	13387	-500	276	22844
1	13398	1608	-304	15708
2	13398	-500	384	22896
1	13407	1528	-268	15660
2	13407	-528	372	23048
1	13417	1664	-300	15812
2	13417	-452	380	22920
1	13427	1596	-324	15704
2	13427	-456	352	23112
1	13437	1564	-164	15564
2	13437	-452	340	23056
1	13447	1636	-308	15608
2	13447	-428	300	22844
1	13457	1660	-332	15768
2	13457	-436	280	23124
1	13467	1668	-312	15732
2	13467	-408	312	22864
1	13477	1528	-292	15568
2	13477	-484	316	22988
1	13487	1628	-200	15660
2	13487	-488	280	22988
1	13497	1676	-264	15748
2	13497	-488	260	22940
1	13507	1628	-240	15640
2	13507	-452	292	23012
1	13517	1708	-280	15728
2	13517	-572	276	23104
1	13527	1588	-252	15704
2	13527	-492	280	23084
1	13537	1580	-288	15592
2	13537	-504	284	22960
1	13547	1708	-204	15700
2	13547	-508	264	22880
1	13557	1660	-252	15736
2	13557	-480	384	22968
1	13568	1624	-260	15676
2	13568	-512	276	22992
1	13577	1652	-384	15552
2	13577	-568	356	22968
1	13587	1648	-244	15668
2	13587	-476	272	22996
1	13597	1712	-200	15752
2	13597	-464	448	22932
1	13607	1660	-348	15764
2	13607	-560	364	22872
1	13617	1568	-220	15724
2	13617	-484	224	22932
1	13627	1712	-296	15644
2	13627	-476	260	23064
1	13637	1680	-244	15656
2	13637	-452	352	22968
1	13647	1696	-320	15708
2	13647	-564	352	22940
1	13657	1584	-288	15724
2	13657	-500	332	23052
1	13667	1640	-268	15660
2	13667	-500	264	23004
1	13677	1592	-276	15656
2	13677	-504	332	23036
1	13687	1552	-308	15700
2	13687	-560	232	22944
1	13697	1720	-180	15724
2	13697	-552	376	23056
1	13707	1608	-256	15620
2	13707	-464	288	22852
1	13717	1636	-236	15732
2	13717	-492	296	22876
1	13727	1656	-328	15700
2	13727	-516	308	22880
1	13737	1628	-164	15856
2	13737	-388	348	22864
1	13747	1620	-228	15632
2	13747	-320	408	23036
1	13757	1688	-264	15768
2	13757	-464	320	22868
1	13767	1648	-276	15788
2	13767	-460	280	23036
1	13777	1564	-188	15744
2	13777	-536	244	22988
1	13787	1632	-260	15684
2	13787	-448	460	22972
1	13797	1572	-288	15732
2	13797	-428	292	23104
1	13807	1680	-332	15648
2	13807	-480	312	23040
1	13817	1684	-248	15496
2	13817	-536	392	23076
1	13827	1592	-308	15688
2	13827	-464	292	22868
1	13837	1712	-240	15660
2	13837	-516	376	23000
1	13847	1656	-332	15760
2	13847	-504	392	22992
1	13857	1604	-216	15612
2	13857	-600	380	22916
1	13867	1564	-300	15696
2	13867	-556	312	23008
1	13877	1600	-276	15816
2	13877	-464	292	23036
1	13887	1600	-192	15696
2	13887	-512	332	22936
1	13897	1588	-264	15712
2	13897	-472	292	22904
1	13907	1580	-288	15828
2	13907	-412	328	22884
1	13917	1648	-332	15852
2	13917	-432	336	22952
1	13927	1668	-308	15760
2	13927	-468	348	23056
1	13937	1504	-176	15716
2	13937	-508	292	22932
1	13947	1572	-336	15572
2	13947	-508	248	23024
1	13957	1704	-292	15524
2	13957	-536	276	22824
1	13967	1728	-288	15888
2	13967	-460	300	23052
1	13977	1648	-296	15556
2	13977	-592	400	22884
1	13987	1628	-196	15820
2	13987	-540	324	23044
1	13997	1732	-188	15676
2	13997	-472	300	22936
1	14007	1636	-280	15688
2	14007	-460	312	22952
1	14017	1696	-256	15636
2	14017	-556	364	23120
1	14027	1652	-264	15644
2	14027	-496	324	23004
1	14038	1668	-236	15672
2	14038	-508	300	22972
1	14047	1680	-240	15656
2	14047	-564	300	22988
1	14057	1604	-188	15772
2	14057	-488	304	22812
1	14067	1628	-276	15652
2	14067	-516	284	23100
1	14077	1624	-276	15668
2	14077	-492	276	23036
1	14087	1652	-184	15724
2	14087	-580	460	23012
1	14097	1628	-228	15796
2	14097	-408	232	22836
1	14107	1720	-352	15648
2	14107	-368	252	23172
1	14117	1632	-260	15784
2	14117	-516	396	23152
1	14127	1580	-276	15664
2	14127	-516	272	22984
1	14137	1632	-208	15684
2	14137	-484	288	22768
1	14147	1600	-176	15800
2	14147	-476	240	22904
1	14157	1640	-248	15828
2	14157	-556	284	23036
1	14167	1556	-240	15620
2	14167	-496	316	22880
1	14177	1660	-312	15680
2	14177	-500	228	22852
1	14187	1732	-264	15664
2	14187	-600	276	23016
1	14197	1588	-204	15784
2	14197	-492	280	22988
1	14208	1616	-264	15652
2	14208	-508	300	22968
1	14217	1692	-216	15788
2	14217	-580	368	22888
1	14227	1772	-292	15816
2	14227	-528	252	22968
1	14237	1608	-312	15752
2	14237	-488	344	22836
1	14247	1508	-304	15688
2	14247	-600	296	22920
1	14257	1636	-308	15764
2	14257	-456	436	22984
1	14267	1636	-220	15648
2	14267	-436	336	22912
1	14277	1652	-240	15728
2	14277	-608	276	22912
1	14287	1556	-280	15564
2	14287	-464	336	22928
1	14297	1556	-260	15728
2	14297	-424	284	22792
1	14307	1652	-212	15824
2	14307	-476	272	22972
1	14317	1620	-320	15728
2	14317	-488	352	23004
1	14327	1572	-212	15692
2	14327	-492	236	23032
1	14337	1532	-232	15704
2	14337	-384	388	22984
1	14347	1664	-312	15660
2	14347	-460	364	23052
1	14357	1512	-312	15732
2	14357	-504	228	22956
1	14367	1620	-232	15796
2	14367	-464	280	23032
1	14377	1624	-252	15628
2	14377	-416	368	23036
1	14387	1568	-268	15696
2	14387	-516	304	22928
1	14397	1644	-228	15728
2	14397	-448	296	22980
1	14407	1624	-144	15748
2	14407	-452	356	23000
1	14417	1640	-124	15772
2	14417	-472	252	22960
1	14427	1584	-224	15820
2	14427	-560	332	22936
1	14437	1696	-184	15648
2	14437	-460	240	23124
1	14447	1600	-304	15616
2	14447	-420	304	22996
1	14457	1632	-332	15660
2	14457	-512	224	23044
1	14467	1724	-108	15596
2	14467	-544	308	23044
1	14477	1604	-208	15784
2	14477	-512	412	23096
1	14487	1572	-204	15672
2	14487	-364	408	22988
1	14497	1576	-200	15784
2	14497	-476	212	23064
1	14507	1652	-256	15624
2	14507	-564	324	23076
1	14517	1692	-288	15688
2	14517	-412	264	23024
1	14527	1604	-264	15552
2	14527	-492	296	23028
1	14537	1592	-212	15668
2	14537	-476	456	22920
1	14547	1596	-248	15636
2	14547	-440	380	22988
1	14557	1552	-284	15596
2	14557	-436	388	23040
1	14567	1584	-256	15716
2	14567	-564	252	23012
1	14577	1684	-368	15920
2	14577	-556	360	23004
1	14587	1660	-260	15588
2	14587	-496	260	22944
1	14597	1604	-216	15672
2	14597	-540	336	22992
1	14607	1636	-268	15812
2	14607	-436	340	23040
1	14617	1592	-232	15680
2	14617	-456	264	22904
1	14627	1664	-184	15724
2	14627	-508	292	23052
1	14637	1576	-244	15648
2	14637	-548	344	23016
1	14647	1628	-308	15752
2	14647	-484	448	22960
1	14657	1600	-356	15684
2	14657	-504	236	22984
1	14667	1644	-264	15648
2	14667	-500	320	23080
1	14678	1720	-276	15764
2	14678	-492	356	22936
1	14687	1652	-264	15800
2	14687	-484	292	23104
1	14697	1636	-212	15616
2	14697	-484	296	22932
1	14707	1708	-200	15660
2	14707	-512	384	22924
1	14717	1660	-324	15808
2	14717	-504	276	22916
1	14727	1644	-272	15712
2	14727	-480	292	23068
1	14737	1644	-272	15776
2	14737	-572	260	22968
1	14747	1664	-308	15708
2	14747	-456	332	22888
1	14757	1616	-232	15756
2	14757	-544	188	23048
1	14767	1620	-356	15892
2	14767	-492	292	22992
1	14777	1620	-232	15680
2	14777	-520	340	22892
1	14787	1604	-220	15736
2	14787	-516	396	22932
1	14797	1688	-348	15724
2	14797	-504	368	23040
1	14807	1628	-344	15664
2	14807	-428	332	22896
1	14817	1600	-252	15644
2	14817	-568	316	23048
1	14827	1664	-304	15736
2	14827	-544	320	23016
1	14837	1616	-200	15680
2	14837	-376	304	22944
1	14848	1552	-332	15696
2	14848	-512	352	23120
1	14857	1708	-320	15656
2	14857	-508	380	22800
1	14867	1680	-276	15732
2	14867	-540	312	23112
1	14877	1652	-340	15836
2	14877	-484	368	22900
1	14887	1612	-184	15696
2	14887	-456	280	23068
1	14897	1588	-284	15672
2	14897	-476	260	23004
1	14907	1644	-288	15732
2	14907	-440	348	22912
1	14917	1592	-216	15712
2	14917	-476	396	22992
1	14927	1608	-216	15724
2	14927	-536	340	22932
1	14937	1512	-268	15700
2	14937	-408	220	22908
1	14947	1688	-252	15764
2	14947	-492	412	22892
1	14957	1544	-404	15752
2	14957	-416	200	23180
1	14967	1620	-228	15800
2	14967	-548	380	22864
1	14977	1684	-192	15704
2	14977	-468	256	23036
1	14987	1660	-304	15700
2	14987	-504	336	23140
1	14997	1548	-388	15720
2	14997	-540	292	23072
1	15007	1592	-320	15576
2	15007	-500	352	22908
1	15017	1552	-196	15704
2	15017	-544	316	23004
1	15027	1612	-260	15656
2	15027	-484	456	22984
1	15037	1648	-248	15704
2	15037	-532	328	23040
1	15047	1644	-280	15608
2	15047	-512	164	23004
1	15057	1604	-264	15516
2	15057	-424	248	22864
1	15067	1684	-272	15620
2	15067	-492	404	23060
1	15077	1688	-252	15656
2	15077	-440	312	22916
1	15087	1508	-244	15696
2	15087	-552	280	22964
1	15097	1652	-216	15680
2	15097	-516	248	23004
1	15107	1648	-340	15580
2	15107	-480	272	23080
1	15117	1660	-176	15720
2	15117	-500	312	23132
1	15127	1652	-320	15720
2	15127	-484	272	23004
1	15137	1660	-260	15628
2	15137	-504	260	22948
1	15147	1628	-292	15656
2	15147	-468	340	22976
1	15157	1596	-216	15616
2	15157	-488	376	22912
1	15167	1508	-160	15616
2	15167	-588	340	23052
1	15177	1652	-256	15812
2	15177	-532	312	22964
1	15187	1596	-348	15796
2	15187	-512	376	23172
1	15197	1620	-232	15716
2	15197	-536	336	22896
1	15207	1604	-288	15504
2	15207	-568	336	22948
1	15217	1644	-224	15740
2	15217	-524	288	22968
1	15227	1632	-304	15648
2	15227	-560	280	22832
1	15237	1656	-228	15728
2	15237	-496	328	23020
1	15247	1688	-276	15832
2	15247	-492	316	22948
1	15257	1596	-304	15756
2	15257	-412	388	23072
1	15267	1600	-248	15656
2	15267	-460	248	22964
1	15277	1672	-312	15692
2	15277	-508	364	22908
1	15287	1564	-264	15696
2	15287	-420	268	22876
1	15297	1628	-304	15704
2	15297	-500	304	23020
1	15307	1636	-324	15644
2	15307	-472	240	23068
1	15318	1628	-248	15688
2	15318	-468	312	22984
1	15327	1660	-280	15672
2	15327	-412	268	23016
1	15337	1588	-228	15776
2	15337	-424	224	22940
1	15347	1492	-196	15772
2	15347	-524	352	22976
1	15357	1592	-212	15680
2	15357	-488	468	22932
1	15367	1624	-288	15668
2	15367	-508	352	22820
1	15377	1576	-248	15824
2	15377	-584	252	22916
1	15387	1644	-308	15768
2	15387	-540	332	23048
1	15397	1688	-280	15708
2	15397	-416	412	23004
1	15407	1656	-288	15660
2	15407	-552	416	22900
1	15417	1612	-264	15736
2	15417	-552	284	22900
1	15427	1660	-312	15780
2	15427	-472	424	23072
1	15437	1612	-164	15872
2	15437	-528	268	22948
1	15447	1652	-268	15696
2	15447	-452	316	22808
1	15457	1656	-296	15776
2	15457	-468	416	22940
1	15467	1656	-384	15720
2	15467	-364	240	22852
1	15477	1636	-264	15688
2	15477	-476	372	22880
1	15488	1640	-288	15760
2	15488	-412	328	22884
1	15497	1632	-248	15652
2	15497	-528	372	22976
1	15507	1632	-244	15816
2	15507	-420	320	22912
1	15517	1708	-356	15608
2	15517	-592	244	22944
1	15527	1592	-300	15648
2	15527	-396	340	22996
1	15537	1608	-292	15680
2	15537	-516	240	22980
1	15547	1660	-276	15600
2	15547	-476	252	22932
1	15557	1696	-272	15708
2	15557	-360	304	22880
1	15567	1784	-364	15640
2	15567	-600	352	22960
1	15577	1628	-236	15808
