sensor	time	ax	ay	az
2	20757	-544	432	22996
1	20767	1636	-244	15736
2	20767	-480	300	22924
1	20777	1592	-308	15712
2	20777	-396	296	22944
1	20787	1632	-304	15712
2	20787	-388	328	22916
1	20797	1704	-224	15600
2	20797	-488	244	22900
1	20807	1660	-320	15704
2	20807	-508	260	22952
1	20817	1608	-276	15652
2	20817	-540	312	23096
1	20827	1664	-212	15728
2	20827	-428	300	23048
1	20837	1580	-264	15608
2	20837	-472	460	22916
1	20847	1672	-280	15680
2	20847	-476	304	22968
1	20857	1520	-216	15604
2	20857	-560	408	22908
1	20867	1688	-216	15820
2	20867	-448	268	23108
1	20877	1660	-304	15760
2	20877	-448	308	22904
1	20887	1660	-252	15724
2	20887	-556	404	23000
1	20897	1632	-296	15696
2	20897	-508	372	22980
1	20907	1664	-300	15892
2	20907	-544	304	22868
1	20917	1648	-244	15752
2	20917	-492	460	23136
1	20927	1616	-140	15804
2	20927	-520	340	22924
1	20937	1592	-268	15680
2	20937	-508	352	22896
1	20947	1560	-308	15828
2	20947	-532	396	22928
1	20957	1596	-212	15728
2	20957	-460	284	22804
1	20967	1636	-340	15584
2	20967	-516	392	22952
1	20977	1636	-304	15712
2	20977	-464	296	22964
1	20987	1644	-292	15740
2	20987	-544	340	22960
1	20997	1704	-348	15628
2	20997	-476	316	22904
1	21007	1672	-244	15700
2	21007	-384	480	22936
1	21017	1600	-292	15640
2	21017	-492	332	23048
1	21027	1616	-216	15780
2	21027	-456	184	23084
1	21037	1708	-232	15704
2	21037	-424	300	22948
1	21047	1612	-316	15604
2	21047	-520	200	22932
1	21057	1652	-212	15728
2	21057	-480	328	23020
1	21067	1624	-128	15796
2	21067	-468	376	23000
1	21078	1588	-324	15832
2	21078	-488	236	22996
1	21087	1616	-256	15784
2	21087	-444	304	22876
1	21097	1588	-260	15528
2	21097	-452	340	22932
1	21107	1744	-288	15656
2	21107	-524	308	22928
1	21117	1664	-324	15608
2	21117	-468	264	22952
1	21127	1556	-288	15660
2	21127	-492	304	22972
1	21137	1680	-316	15820
2	21137	-544	320	23040
1	21147	1644	-156	15704
2	21147	-416	432	22968
1	21157	1608	-272	15676
2	21157	-520	364	23168
1	21167	1748	-272	15656
2	21167	-460	296	22916
1	21177	1712	-164	15632
2	21177	-492	320	22848
1	21187	1640	-296	15748
2	21187	-428	304	22896
1	21197	1640	-180	15680
2	21197	-488	284	22844
1	21207	1660	-360	15704
2	21207	-540	304	22972
1	21217	1608	-216	15552
2	21217	-496	244	22912
1	21227	1688	-248	15564
2	21227	-504	280	23020
1	21237	1680	-284	15772
2	21237	-536	328	23148
1	21248	1620	-324	15668
2	21248	-464	404	22936
1	21257	1700	-304	15812
2	21257	-564	340	22992
1	21267	1588	-268	15524
2	21267	-476	256	22868
1	21277	1664	-172	15612
2	21277	-492	324	23032
1	21287	1676	-188	15648
2	21287	-488	256	23040
1	21297	1688	-192	15632
2	21297	-476	372	23040
1	21307	1720	-288	15808
2	21307	-532	288	23032
1	21317	1620	-212	15664
2	21317	-528	332	23060
1	21327	1612	-256	15608
2	21327	-544	344	22956
1	21337	1612	-312	15676
2	21337	-492	312	23004
1	21347	1604	-116	15596
2	21347	-524	312	23036
1	21357	1604	-340	15640
2	21357	-404	352	22920
1	21367	1580	-292	15548
2	21367	-520	280	22860
1	21377	1660	-240	15588
2	21377	-520	296	23064
1	21387	1572	-252	15624
2	21387	-508	356	22972
1	21397	1636	-220	15716
2	21397	-528	368	23048
1	21407	1664	-176	15584
2	21407	-480	244	22988
1	21417	1572	-280	15760
2	21417	-472	276	23016
1	21427	1680	-368	15616
2	21427	-532	316	22964
1	21437	1680	-296	15624
2	21437	-532	376	22884
1	21447	1636	-300	15580
2	21447	-440	316	22960
1	21457	1584	-284	15612
2	21457	-512	336	22884
1	21467	1644	-196	15688
2	21467	-464	224	23016
1	21477	1640	-256	15604
2	21477	-520	372	23004
1	21487	1624	-196	15748
2	21487	-460	260	22916
1	21497	1612	-176	15780
2	21497	-460	236	23004
1	21507	1624	-256	15616
2	21507	-476	384	23152
1	21517	1628	-236	15744
2	21517	-460	340	23060
1	21527	1660	-264	15684
2	21527	-508	368	23020
1	21537	1708	-280	15636
2	21537	-520	292	22980
1	21547	1592	-228	15800
2	21547	-492	360	23048
1	21557	1604	-264	15832
2	21557	-480	348	23028
1	21567	1704	-352	15572
2	21567	-472	408	23104
1	21577	1708	-288	15688
2	21577	-560	260	23060
1	21587	1560	-356	15736
2	21587	-468	344	23024
1	21597	1624	-312	15708
2	21597	-508	308	22992
1	21607	1684	-360	15760
2	21607	-508	172	22940
1	21617	1592	-284	15696
2	21617	-464	348	23028
1	21627	1684	-296	15708
2	21627	-452	336	23016
1	21637	1660	-140	15752
2	21637	-452	352	22992
1	21647	1620	-292	15672
2	21647	-444	280	22936
1	21657	1644	-280	15736
2	21657	-508	244	22976
1	21667	1656	-288	15584
2	21667	-420	260	23012
1	21677	1660	-304	15740
2	21677	-504	380	22900
1	21687	1556	-180	15616
2	21687	-448	272	22976
1	21697	1616	-180	15736
2	21697	-516	384	23000
1	21707	1616	-256	15728
2	21707	-532	364	22896
1	21718	1652	-312	15500
2	21718	-440	272	22936
1	21727	1720	-212	15612
2	21727	-408	324	23000
1	21737	1616	-292	15800
2	21737	-364	224	23008
1	21747	1696	-312	15604
2	21747	-464	280	23012
1	21757	1572	-256	15688
2	21757	-408	380	22976
1	21767	1604	-288	15696
2	21767	-592	352	23016
1	21777	1656	-272	15704
2	21777	-576	312	22972
1	21787	1588	-260	15704
2	21787	-484	336	23104
1	21797	1532	-312	15808
2	21797	-568	384	23016
1	21807	1540	-336	15744
2	21807	-476	340	23076
1	21817	1660	-288	15664
2	21817	-472	272	23000
1	21827	1680	-292	15640
2	21827	-488	368	22852
1	21837	1620	-240	15720
2	21837	-532	352	22912
1	21847	1636	-292	15768
2	21847	-484	324	23060
1	21857	1576	-280	15652
2	21857	-480	296	22880
1	21867	1644	-288	15760
2	21867	-532	288	22952
1	21877	1576	-208	15680
2	21877	-468	404	22896
1	21888	1612	-192	15640
2	21888	-468	308	22848
1	21897	1724	-252	15716
2	21897	-480	328	23168
1	21907	1628	-272	15604
2	21907	-488	304	22952
1	21917	1684	-300	15804
2	21917	-516	316	23104
1	21927	1572	-168	15652
2	21927	-488	356	23008
1	21937	1732	-264	15656
2	21937	-492	252	23072
1	21947	1504	-280	15672
2	21947	-512	288	22984
1	21957	1604	-252	15536
2	21957	-384	268	23008
1	21967	1636	-268	15696
2	21967	-524	264	23064
1	21977	1696	-308	15740
2	21977	-448	348	22992
1	21987	1680	-236	15740
2	21987	-552	292	22928
1	21997	1616	-232	15668
2	21997	-408	272	22948
1	22007	1628	-228	15756
2	22007	-476	204	22960
1	22017	1612	-324	15644
2	22017	-464	236	22932
1	22027	1688	-252	15744
2	22027	-456	372	22992
1	22037	1696	-220	15768
2	22037	-480	356	22928
1	22047	1644	-308	15812
2	22047	-468	320	22996
1	22057	1612	-324	15608
2	22057	-544	380	22904
1	22067	1628	-200	15680
2	22067	-480	348	23028
1	22077	1588	-212	15656
2	22077	-564	280	22896
1	22087	1620	-308	15748
2	22087	-596	260	22860
1	22097	1604	-320	15912
2	22097	-548	296	22928
1	22107	1608	-264	15608
2	22107	-464	336	22968
1	22117	1628	-296	15664
2	22117	-392	288	22968
1	22127	1516	-340	15656
2	22127	-436	308	23000
1	22137	1720	-312	15776
2	22137	-436	316	22968
1	22147	1580	-352	15716
2	22147	-496	324	22956
1	22157	1532	-164	15756
2	22157	-572	340	22908
1	22167	1724	-212	15860
2	22167	-440	316	22900
1	22177	1584	-332	15780
2	22177	-460	444	23012
1	22187	1608	-180	15804
2	22187	-504	344	22992
1	22197	1624	-320	15728
2	22197	-472	264	23060
1	22207	1672	-220	15688
2	22207	-488	312	22924
1	22217	1556	-272	15680
2	22217	-492	312	22872
1	22227	1596	-216	15684
2	22227	-564	340	22996
1	22237	1648	-284	15812
2	22237	-508	260	22976
1	22247	1680	-296	15620
2	22247	-500	260	22956
1	22257	1608	-264	15664
2	22257	-384	360	22956
1	22267	1592	-356	15656
2	22267	-464	268	22972
1	22277	1604	-328	15676
2	22277	-468	296	23044
1	22287	1616	-304	15664
2	22287	-436	324	23068
1	22297	1776	-296	15644
2	22297	-496	316	22876
1	22307	1616	-288	15776
2	22307	-428	280	23048
1	22317	1640	-164	15652
2	22317	-432	236	23012
1	22327	1700	-256	15764
2	22327	-532	300	23012
1	22337	1572	-280	15576
2	22337	-408	320	22928
1	22347	1680	-176	15760
2	22347	-524	264	23096
1	22358	1612	-332	15708
2	22358	-456	320	22972
1	22367	1660	-328	15716
2	22367	-588	316	23064
1	22377	1600	-240	15764
2	22377	-476	236	23056
1	22387	1604	-252	15660
2	22387	-416	344	22832
1	22397	1684	-288	15804
2	22397	-532	304	22952
1	22407	1548	-256	15628
2	22407	-508	184	23032
1	22417	1664	-156	15800
2	22417	-584	284	22928
1	22427	1616	-344	15760
2	22427	-456	280	22900
1	22437	1640	-248	15760
2	22437	-552	368	22988
1	22447	1672	-292	15820
2	22447	-428	252	22984
1	22457	1572	-260	15684
2	22457	-520	440	22748
1	22467	1668	-292	15700
2	22467	-520	368	23072
1	22477	1720	-308	15676
2	22477	-568	312	22984
1	22487	1680	-212	15796
2	22487	-476	292	22868
1	22497	1624	-240	15748
2	22497	-448	252	22976
1	22507	1620	-260	15620
2	22507	-500	368	23048
1	22517	1576	-216	15688
2	22517	-552	332	23040
1	22528	1656	-288	15724
2	22528	-576	184	22964
1	22537	1644	-328	15820
2	22537	-556	312	22984
1	22547	1580	-268	15744
2	22547	-460	304	23028
1	22557	1632	-292	15792
2	22557	-448	296	23024
1	22567	1680	-208	15700
2	22567	-500	300	22984
1	22577	1528	-268	15776
2	22577	-436	324	23032
1	22587	1620	-300	15696
2	22587	-460	284	22908
1	22597	1620	-352	15680
2	22597	-548	308	23012
1	22607	1616	-284	15732
2	22607	-428	452	22908
1	22617	1584	-328	15736
2	22617	-520	320	22860
1	22627	1652	-264	15808
2	22627	-484	284	23028
1	22637	1604	-232	15712
2	22637	-400	276	23084
1	22647	1608	-256	15712
2	22647	-504	372	23040
1	22657	1628	-304	15776
2	22657	-552	328	22968
1	22667	1608	-196	15656
2	22667	-588	360	22984
1	22677	1572	-260	15636
2	22677	-516	268	23020
1	22687	1716	-264	15592
2	22687	-452	340	23068
1	22697	1648	-304	15608
2	22697	-476	348	23040
1	22707	1592	-264	15672
2	22707	-508	292	22888
1	22717	1696	-368	15744
2	22717	-508	292	23000
1	22727	1684	-192	15800
2	22727	-452	308	22968
1	22737	1672	-240	15828
2	22737	-604	360	22896
1	22747	1644	-300	15624
2	22747	-488	404	23004
1	22757	1636	-264	15752
2	22757	-416	360	23056
1	22767	1636	-308	15600
2	22767	-528	316	23160
1	22777	1604	-240	15624
2	22777	-464	332	23096
1	22787	1668	-200	15760
2	22787	-572	368	22940
1	22797	1588	-280	15588
2	22797	-568	196	22932
1	22807	1668	-280	15596
2	22807	-532	336	23008
1	22817	1612	-248	15644
2	22817	-504	212	22892
1	22827	1704	-300	15488
2	22827	-528	312	22964
1	22837	1624	-164	15576
2	22837	-472	340	22944
1	22847	1680	-176	15792
2	22847	-532	292	23096
1	22857	1640	-312	15728
2	22857	-464	304	22824
1	22867	1564	-256	15596
2	22867	-576	264	22980
1	22877	1608	-244	15712
2	22877	-496	288	22948
1	22887	1628	-252	15716
2	22887	-540	364	23008
1	22897	1624	-280	15784
2	22897	-500	332	22904
1	22907	1516	-212	15640
2	22907	-576	340	22924
1	22917	1660	-368	15764
2	22917	-564	252	23008
1	22927	1668	-308	15636
2	22927	-476	276	22928
1	22937	1656	-212	15760
2	22937	-484	372	23012
1	22947	1652	-332	15772
2	22947	-456	348	22936
1	22957	1680	-316	15720
2	22957	-436	264	22988
1	22967	1740	-200	15752
2	22967	-556	304	22924
1	22977	1548	-284	15736
2	22977	-568	312	22940
1	22987	1668	-208	15744
2	22987	-492	348	22976
1	22998	1708	-268	15636
2	22998	-476	336	23016
1	23007	1640	-320	15664
2	23007	-464	268	22876
1	23017	1656	-204	15612
2	23017	-456	228	22872
1	23027	1668	-252	15712
2	23027	-480	468	23024
1	23037	1732	-240	15508
2	23037	-488	320	23004
1	23047	1596	-208	15752
2	23047	-480	312	22960
1	23057	1708	-200	15720
2	23057	-456	300	22880
1	23067	1704	-176	15828
2	23067	-440	220	22968
1	23077	1520	-240	15792
2	23077	-604	352	23068
1	23087	1620	-300	15668
2	23087	-424	296	23040
1	23097	1628	-260	15600
2	23097	-492	352	23000
1	23107	1688	-356	15716
2	23107	-496	324	22908
1	23117	1620	-220	15616
2	23117	-416	312	22952
1	23127	1584	-140	15636
2	23127	-500	296	23036
1	23137	1648	-212	15584
2	23137	-512	340	22896
1	23147	1676	-324	15720
2	23147	-444	368	22880
1	23157	1660	-292	15652
2	23157	-464	276	23044
1	23168	1580	-216	15804
2	23168	-464	308	22852
1	23177	1712	-240	15760
2	23177	-468	368	22972
1	23187	1676	-192	15748
2	23187	-532	236	22976
1	23197	1716	-312	15780
2	23197	-476	428	22976
1	23207	1580	-444	15644
2	23207	-532	320	23000
1	23217	1684	-288	15668
2	23217	-444	404	22984
1	23227	1612	-324	15688
2	23227	-468	288	22968
1	23237	1596	-324	15656
2	23237	-488	340	22928
1	23247	1608	-332	15796
2	23247	-436	392	23096
1	23257	1584	-220	15628
2	23257	-536	272	23020
1	23267	1668	-224	15740
2	23267	-472	236	23048
1	23277	1640	-264	15688
2	23277	-552	336	23016
1	23287	1652	-300	15600
2	23287	-456	296	22840
1	23297	1740	-272	15780
2	23297	-532	248	22952
1	23307	1484	-220	15856
2	23307	-528	276	22928
1	23317	1688	-240	15700
2	23317	-472	436	22972
1	23327	1564	-204	15664
2	23327	-484	408	23104
1	23337	1764	-304	15632
2	23337	-484	356	22864
1	23347	1612	-324	15696
2	23347	-516	328	23028
1	23357	1624	-252	15836
2	23357	-456	284	22816
1	23367	1592	-232	15688
2	23367	-512	164	22856
1	23377	1620	-292	15728
2	23377	-552	360	22984
1	23387	1696	-284	15788
2	23387	-472	308	22952
1	23397	1604	-228	15576
2	23397	-576	380	22968
1	23407	1688	-204	15712
2	23407	-464	264	22908
1	23417	1708	-300	15584
2	23417	-472	280	22928
1	23427	1604	-228	15728
2	23427	-520	320	23116
1	23437	1592	-264	15620
2	23437	-480	356	23156
1	23447	1660	-232	15672
2	23447	-488	304	23036
1	23457	1668	-212	15712
2	23457	-556	356	23040
1	23467	1592	-328	15796
2	23467	-484	396	22856
1	23477	1684	-240	15576
2	23477	-412	296	23096
1	23487	1524	-296	15624
2	23487	-532	424	23012
1	23497	1620	-296	15716
2	23497	-612	380	22960
1	23507	1668	-312	15692
2	23507	-432	416	22984
1	23517	1712	-168	15652
2	23517	-496	312	22788
1	23527	1612	-292	15656
2	23527	-516	252	23096
1	23537	1680	-200	15632
2	23537	-516	316	22920
1	23547	1548	-268	15720
2	23547	-532	416	22988
1	23557	1580	-264	15632
2	23557	-492	372	22976
1	23567	1688	-304	15760
2	23567	-528	340	23056
1	23577	1632	-284	15704
2	23577	-472	276	22996
1	23587	1712	-236	15708
2	23587	-468	400	22932
1	23597	1728	-320	15772
2	23597	-488	348	22992
1	23607	1552	-280	15636
2	23607	-544	236	23028
1	23617	1696	-348	15628
2	23617	-476	400	23080
1	23627	1524	-304	15716
2	23627	-480	408	22828
1	23638	1508	-344	15736
2	23638	-508	340	22948
1	23647	1620	-240	15740
2	23647	-520	404	22988
1	23657	1660	-240	15756
2	23657	-556	280	22904
1	23667	1572	-308	15584
2	23667	-560	360	22968
1	23677	1608	-264	15608
2	23677	-516	276	22836
1	23687	1660	-260	15788
2	23687	-404	244	23080
1	23697	1608	-280	15628
2	23697	-472	188	22940
1	23707	1656	-308	15628
2	23707	-460	312	22976
1	23717	1556	-268	15696
2	23717	-452	228	23028
1	23727	1664	-188	15764
2	23727	-480	360	23148
1	23737	1668	-336	15648
2	23737	-572	320	22996
1	23747	1564	-304	15692
2	23747	-484	304	23044
1	23757	1592	-284	15656
2	23757	-516	304	23076
1	23767	1552	-340	15644
2	23767	-584	300	22888
1	23777	1660	-260	15572
2	23777	-444	416	22992
1	23787	1668	-204	15656
2	23787	-540	208	23004
1	23797	1644	-284	15712
2	23797	-508	316	22944
1	23808	1600	-204	15652
2	23808	-560	236	22976
1	23817	1644	-196	15632
2	23817	-444	360	23088
1	23827	1652	-212	15560
2	23827	-572	308	22916
1	23837	1616	-296	15712
2	23837	-532	308	22868
1	23847	1660	-304	15544
2	23847	-532	292	22912
1	23857	1648	-304	15776
2	23857	-420	316	23036
1	23867	1604	-228	15720
2	23867	-504	284	23040
1	23877	1692	-292	15688
2	23877	-500	364	22976
1	23887	1604	-312	15628
2	23887	-488	280	22944
1	23897	1604	-308	15772
2	23897	-508	340	22960
1	23907	1708	-360	15892
2	23907	-588	196	23036
1	23917	1704	-352	15656
2	23917	-488	368	23036
1	23927	1612	-312	15700
2	23927	-412	304	23012
1	23937	1608	-308	15716
2	23937	-512	304	22944
1	23947	1600	-364	15592
2	23947	-424	348	23012
1	23957	1668	-144	15588
2	23957	-504	392	23136
1	23967	1660	-312	15704
2	23967	-508	332	22988
1	23977	1528	-244	15728
2	23977	-536	252	23008
1	23987	1668	-192	15664
2	23987	-452	300	23036
1	23997	1652	-276	15664
2	23997	-532	312	23096
1	24007	1664	-220	15692
2	24007	-488	296	22884
1	24017	1604	-244	15600
2	24017	-568	356	23092
1	24027	1568	-252	15672
2	24027	-432	296	22908
1	24037	1644	-240	15628
2	24037	-556	436	22912
1	24047	1648	-312	15692
2	24047	-464	340	22804
1	24057	1688	-268	15684
2	24057	-568	280	23032
1	24067	1656	-324	15756
2	24067	-440	388	23112
1	24077	1584	-284	15728
2	24077	-404	244	23076
1	24087	1640	-348	15656
2	24087	-656	348	22884
1	24097	1660	-208	15700
2	24097	-520	324	23064
1	24107	1616	-300	15720
2	24107	-428	388	23068
1	24117	1696	-240	15664
2	24117	-512	220	22992
1	24127	1672	-252	15672
2	24127	-584	352	23152
1	24137	1620	-304	15644
2	24137	-496	316	23016
1	24147	1628	-288	15768
2	24147	-500	352	22948
1	24157	1652	-320	15680
2	24157	-488	252	23004
1	24167	1696	-272	15768
2	24167	-596	240	23028
1	24177	1628	-200	15736
2	24177	-468	364	23172
1	24187	1616	-180	15696
2	24187	-512	316	23120
1	24197	1632	-360	15584
2	24197	-484	360	22948
1	24207	1644	-216	15760
2	24207	-540	260	22928
1	24217	1668	-200	15704
2	24217	-572	292	23008
1	24227	1616	-248	15692
2	24227	-424	316	23092
1	24237	1656	-240	15640
2	24237	-476	324	23232
1	24247	1572	-344	15552
2	24247	-560	384	22996
1	24257	1660	-148	15536
2	24257	-520	296	23036
1	24267	1624	-244	15564
2	24267	-500	372	23076
1	24278	1652	-196	15620
2	24278	-508	376	22972
1	24287	1584	-252	15648
2	24287	-536	372	23032
1	24297	1632	-264	15640
2	24297	-480	312	23024
1	24307	1676	-284	15776
2	24307	-428	268	22988
1	24317	1592	-128	15744
2	24317	-592	284	23040
1	24327	1580	-320	15592
2	24327	-424	376	23052
1	24337	1592	-192	15668
2	24337	-436	280	22812
1	24347	1672	-232	15868
2	24347	-528	296	22912
1	24357	1564	-248	15692
2	24357	-504	352	22960
1	24367	1640	-288	15644
2	24367	-428	328	22952
1	24377	1736	-276	15704
2	24377	-472	352	23008
1	24387	1556	-188	15664
2	24387	-416	216	22832
1	24397	1720	-324	15672
2	24397	-472	352	23008
1	24407	1628	-176	15664
2	24407	-480	336	22996
1	24417	1660	-276	15812
2	24417	-548	312	23012
1	24427	1648	-256	15780
2	24427	-420	328	22956
1	24437	1612	-164	15712
2	24437	-448	188	22872
1	24448	1704	-332	15732
2	24448	-492	364	23104
1	24457	1640	-264	15696
2	24457	-536	276	22988
1	24467	1596	-236	15768
2	24467	-540	404	22920
1	24477	1624	-280	15796
2	24477	-552	228	22984
1	24487	1604	-400	15660
2	24487	-508	296	22912
1	24497	1636	-236	15660
2	24497	-524	404	22796
1	24507	1544	-272	15644
2	24507	-492	380	22976
1	24517	1608	-264	15764
2	24517	-540	312	22956
1	24527	1592	-204	15784
2	24527	-468	340	22948
1	24537	1696	-116	15788
2	24537	-492	312	23020
1	24547	1632	-288	15772
2	24547	-508	336	22932
1	24557	1616	-340	15624
2	24557	-468	292	23168
1	24567	1568	-268	15628
2	24567	-496	320	23012
1	24577	1628	-264	15616
2	24577	-528	316	22948
1	24587	1516	-332	15672
2	24587	-520	244	22884
1	24597	1676	-288	15648
2	24597	-524	320	22876
1	24607	1636	-312	15808
2	24607	-500	396	22916
1	24617	1656	-300	15696
2	24617	-488	300	22996
1	24627	1608	-288	15652
2	24627	-492	340	22996
1	24637	1644	-244	15688
2	24637	-620	348	23028
1	24647	1608	-336	15624
2	24647	-548	296	23016
1	24657	1600	-188	15648
2	24657	-512	288	22884
1	24667	1660	-304	15640
2	24667	-368	352	22856
1	24677	1612	-328	15524
2	24677	-572	256	23068
1	24687	1592	-308	15636
2	24687	-516	340	22968
1	24697	1592	-304	15700
2	24697	-508	376	23084
1	24707	1632	-268	15740
2	24707	-504	408	22996
1	24717	1564	-216	15760
2	24717	-444	344	23096
1	24727	1648	-220	15692
2	24727	-556	328	22956
1	24737	1596	-220	15716
2	24737	-440	360	22844
1	24747	1636	-220	15688
2	24747	-416	404	23156
1	24757	1620	-320	15672
2	24757	-460	296	23040
1	24767	1708	-200	15812
2	24767	-608	160	22908
1	24777	1616	-216	15648
2	24777	-404	296	22988
1	24787	1608	-256	15716
2	24787	-512	384	23040
1	24797	1628	-344	15668
2	24797	-488	200	23056
1	24807	1676	-260	15632
2	24807	-468	336	22956
1	24817	1732	-248	15780
2	24817	-476	312	22956
1	24827	1640	-220	15836
2	24827	-536	436	22948
1	24837	1744	-260	15604
2	24837	-532	436	23040
1	24847	1644	-300	15656
2	24847	-520	392	22944
1	24857	1692	-276	15564
2	24857	-544	312	23012
1	24867	1608	-252	15672
2	24867	-476	396	23112
1	24877	1692	-160	15668
2	24877	-476	360	22960
1	24887	1648	-260	15840
2	24887	-484	372	22948
1	24897	1660	-296	15688
2	24897	-480	356	22948
1	24907	1640	-172	15616
2	24907	-572	240	22864
1	24918	1596	-188	15572
2	24918	-564	404	23036
1	24927	1532	-296	15672
2	24927	-484	364	22944
1	24937	1540	-232	15724
2	24937	-492	352	23016
1	24947	1600	-356	15652
2	24947	-500	468	22948
1	24957	1592	-336	15776
2	24957	-568	380	23112
1	24967	1700	-208	15852
2	24967	-496	376	22916
1	24977	1672	-320	15636
2	24977	-480	268	22896
1	24987	1612	-292	15600
2	24987	-580	360	23008
1	24997	1668	-240	15652
2	24997	-544	280	22908
1	25007	1640	-352	15652
2	25007	-372	316	22956
1	25017	1700	-252	15744
2	25017	-520	392	22964
1	25027	1552	-292	15572
2	25027	-444	432	22824
1	25037	1484	-372	15680
2	25037	-476	464	22936
1	25047	1604	-232	15780
2	25047	-460	280	23052
1	25057	1628	-212	15748
2	25057	-484	232	22964
1	25067	1688	-156	15708
2	25067	-424	292	23088
1	25077	1628	-280	15796
2	25077	-480	280	22952
1	25088	1616	-312	15700
2	25088	-476	292	23068
1	25097	1540	-252	15576
2	25097	-488	312	23088
1	25107	1596	-220	15660
2	25107	-456	340	22844
1	25117	1648	-336	15644
2	25117	-484	372	23060
1	25127	1596	-228	15712
2	25127	-448	316	22836
1	25137	1628	-268	15744
2	25137	-420	344	22960
1	25147	1708	-320	15640
2	25147	-468	236	22956
1	25157	1560	-184	15624
2	25157	-488	272	22844
1	25167	1596	-312	15732
2	25167	-476	288	22928
1	25177	1624	-228	15680
2	25177	-440	232	22988
1	25187	1616	-284	15748
2	25187	-496	272	23032
1	25197	1556	-260	15632
2	25197	-504	280	22988
1	25207	1636	-260	15608
2	25207	-520	308	22948
1	25217	1732	-244	15660
2	25217	-404	324	22936
1	25227	1544	-204	15720
2	25227	-464	356	23052
1	25237	1644	-244	15828
2	25237	-416	364	22924
1	25247	1620	-228	15832
2	25247	-556	276	23080
1	25257	1616	-276	15544
2	25257	-500	328	22928
1	25267	1672	-152	15576
2	25267	-464	336	22900
1	25277	1636	-244	15860
2	25277	-560	356	23072
1	25287	1596	-284	15628
2	25287	-556	348	23048
1	25297	1660	-308	15708
2	25297	-484	424	22868
1	25307	1676	-312	15624
2	25307	-608	388	22952
1	25317	1572	-256	15772
2	25317	-436	316	22940
1	25327	1636	-176	15716
2	25327	-464	292	23124
1	25337	1584	-248	15664
2	25337	-528	228	22968
1	25347	1636	-292	15496
2	25347	-468	372	23172
1	25357	1616	-208	15732
2	25357	-456	368	22792
1	25367	1628	-332	15836
2	25367	-572	244	22964
1	25377	1632	-256	15612
2	25377	-552	344	23020
1	25387	1660	-336	15684
2	25387	-520	272	23004
1	25397	1752	-284	15820
2	25397	-400	388	22928
1	25407	1676	-264	15596
2	25407	-488	324	22992
1	25417	1700	-224	15592
2	25417	-420	320	23024
1	25427	1648	-228	15672
2	25427	-476	248	23020
1	25437	1652	-288	15792
2	25437	-516	364	22948
1	25447	1736	-312	15656
2	25447	-448	348	22892
1	25457	1660	-268	15724
2	25457	-504	320	23048
1	25467	1596	-328	15680
2	25467	-568	240	22988
1	25477	1652	-244	15640
2	25477	-564	268	22892
1	25487	1720	-232	15804
2	25487	-568	404	22816
1	25497	1680	-268	15728
2	25497	-408	328	23180
1	25507	1700	-280	15700
2	25507	-424	256	22944
1	25517	1672	-284	15784
2	25517	-452	276	23020
1	25527	1592	-148	15616
2	25527	-436	252	22928
1	25537	1552	-240	15752
2	25537	-560	320	22868
1	25547	1620	-216	15604
2	25547	-560	360	23056
1	25558	1736	-260	15820
2	25558	-516	252	22836
1	25567	1608	-260	15724
2	25567	-492	292	23068
1	25577	1588	-288	15752
2	25577	-464	348	23040
1	25587	1624	-260	15576
2	25587	-508	292	22972
1	25597	1616	-196	15724
2	25597	-476	212	22892
1	25607	1632	-328	15672
2	25607	-432	304	22952
1	25617	1644	-176	15552
2	25617	-504	212	22932
1	25627	1576	-228	15588
2	25627	-472	260	22984
1	25637	1564	-324	15720
2	25637	-516	280	22936
1	25647	1596	-260	15620
2	25647	-444	276	23024
1	25657	1704	-260	15688
2	25657	-424	284	22868
1	25667	1644	-316	15740
2	25667	-488	248	22988
1	25677	1644	-192	15772
2	25677	-532	356	23032
1	25687	1572	-260	15580
2	25687	-520	340	22964
1	25697	1668	-252	15640
2	25697	-508	232	23060
1	25707	1564	-220	15800
2	25707	-456	244	22916
1	25717	1672	-244	15500
2	25717	-420	280	23084
1	25728	1580	-324	15696
2	25728	-424	284	22900
1	25737	1656	-136	15716
2	25737	-512	384	23008
1	25747	1608	-252	15704
2	25747	-452	436	23068
1	25757	1632	-344	15664
2	25757	-540	276	23000
1	25767	1608	-188	15580
2	25767	-424	300	22976
1	25777	1660	-296	15708
2	25777	-484	384	23020
1	25787	1660	-216	15644
2	25787	-492	308	23008
1	25797	1672	-360	15844
2	25797	-420	336	23036
1	25807	1600	-216	15728
2	25807	-452	320	23048
1	25817	1664	-232	15668
2	25817	-472	276	23108
1	25827	1556	-232	15716
2	25827	-468	388	22988
1	25837	1544	-252	15692
2	25837	-512	380	22920
1	25847	1628	-308	15748
2	25847	-588	296	23052
1	25857	1624	-276	15768
2	25857	-504	328	22876
1	25867	1612	-288	15592
2	25867	-500	292	23092
1	25877	1564	-184	15812
2	25877	-508	336	23012
1	25887	1660	-268	15792
2	25887	-540	212	23068
1	25897	1728	-300	15784
2	25897	-528	352	22960
1	25907	1616	-328	15724
2	25907	-512	396	22976
1	25917	1628	-256	15640
2	25917	-524	280	23140
1	25927	1604	-260	15712
2	25927	-440	380	22912
1	25937	1676	-220	15656
